City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
367,Turayf,31.6725,38.6637,39.45,87,40,11.5,SA,2022-03-11 23:19:06,scattered clouds
368,Gouyave,12.1646,-61.7296,77.79,74,9,21.32,GD,2022-03-11 23:19:07,clear sky
369,Nauta,-4.5061,-73.5757,75.88,94,100,1.48,PE,2022-03-11 23:19:07,overcast clouds
370,Phalaborwa,-23.943,31.1411,72.68,88,6,7.74,ZA,2022-03-11 23:19:08,clear sky
371,Orlovskiy,46.8714,42.0592,22.12,73,100,12.55,RU,2022-03-11 23:19:08,overcast clouds
372,Frontera,26.9333,-101.45,62.44,33,0,20.09,MX,2022-03-11 23:19:08,clear sky
373,Menongue,-14.6585,17.691,64.76,98,100,2.75,AO,2022-03-11 23:19:09,moderate rain
374,Baleshwar,21.4942,86.9317,72.68,31,79,5.61,IN,2022-03-11 23:19:09,broken clouds
375,Dwarka,22.2394,68.9678,76.69,67,0,12.97,IN,2022-03-11 23:19:10,clear sky
376,Havelock,34.8791,-76.9013,57.18,93,100,4.61,US,2022-03-11 23:19:10,light rain
377,Cobija,-11.0267,-68.7692,74.8,97,100,2.33,BO,2022-03-11 23:19:10,very heavy rain
378,Atar,20.5169,-13.0499,72.09,9,0,9.17,MR,2022-03-11 23:19:11,clear sky
379,Novobureyskiy,49.798,129.8774,4.12,99,88,1.5,RU,2022-03-11 23:19:11,overcast clouds
380,San Policarpo,12.1791,125.5072,79.83,84,100,7.18,PH,2022-03-11 23:19:12,overcast clouds
381,Valenca,-13.3703,-39.0731,74.66,92,78,2.39,BR,2022-03-11 23:19:12,broken clouds
382,Kyzyl-Suu,42.3414,78.0056,37.26,79,100,2.89,KG,2022-03-11 23:19:12,light rain
383,Inhambane,-23.865,35.3833,75.25,89,9,10.0,MZ,2022-03-11 23:19:13,light rain
384,Westport,41.1415,-73.3579,46.27,63,0,8.05,US,2022-03-11 23:16:53,clear sky
385,Zomin,39.9606,68.3958,49.91,82,81,1.81,UZ,2022-03-11 23:19:13,light rain
386,Smirnykh,49.75,142.8333,26.89,94,100,6.67,RU,2022-03-11 23:19:14,snow
387,Praia,14.9215,-23.5087,70.34,73,40,17.27,CV,2022-03-11 23:19:14,scattered clouds
388,Zhangjiakou,40.81,114.8794,33.84,88,100,2.42,CN,2022-03-11 23:19:15,overcast clouds
389,Morro Bay,35.3658,-120.8499,76.41,38,0,5.99,US,2022-03-11 23:19:15,clear sky
390,Ha Giang,22.8333,104.9833,67.87,97,100,1.83,VN,2022-03-11 23:19:16,overcast clouds
391,Sibolga,1.7427,98.7792,75.81,84,17,3.31,ID,2022-03-11 23:19:16,few clouds
392,Tromso,69.6496,18.957,39.38,87,100,18.41,NO,2022-03-11 23:15:48,overcast clouds
393,Sawang Daen Din,17.4753,103.4575,73.18,92,29,6.67,TH,2022-03-11 23:19:17,scattered clouds
394,Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,80,75,2.24,RU,2022-03-11 23:19:17,broken clouds
395,Miranda Do Corvo,40.0932,-8.3326,46.65,94,15,1.9,PT,2022-03-11 23:19:17,few clouds
396,Krasnorechenskiy,44.6265,135.3532,22.66,85,56,10.89,RU,2022-03-11 23:19:18,broken clouds
397,Saint-Pierre,-21.3393,55.4781,75.9,73,0,6.91,RE,2022-03-11 23:19:19,clear sky
398,Koekelare,51.0937,2.9659,49.93,81,75,13.8,BE,2022-03-11 23:19:19,broken clouds
399,Peachland,49.7665,-119.7357,42.19,60,100,7.56,CA,2022-03-11 23:15:20,overcast clouds
400,Yinchuan,38.4681,106.2731,48.24,30,23,4.21,CN,2022-03-11 23:15:55,few clouds
401,Semey,50.4111,80.2275,11.48,91,100,8.25,KZ,2022-03-11 23:19:20,overcast clouds
402,Berlevag,70.8578,29.0864,32.52,77,95,13.94,NO,2022-03-11 23:19:20,overcast clouds
403,Kieta,-6.2167,155.6333,84.13,59,10,3.94,PG,2022-03-11 23:19:21,clear sky
404,San Carlos De Bariloche,-41.1456,-71.3082,67.75,34,0,5.75,AR,2022-03-11 23:19:21,clear sky
405,Rorvik,64.8621,11.2373,39.72,75,0,8.61,NO,2022-03-11 23:19:21,clear sky
406,Urucui,-7.2294,-44.5561,76.64,88,99,2.62,BR,2022-03-11 23:19:22,moderate rain
407,Khandyga,62.6667,135.6,-14.55,98,94,1.86,RU,2022-03-11 23:20:22,overcast clouds
408,Zyryanka,65.75,150.85,-1.46,90,99,11.05,RU,2022-03-11 23:20:23,overcast clouds
409,Lianran,24.9227,102.485,55.94,51,27,2.89,CN,2022-03-11 23:20:23,scattered clouds
410,Dengzhou,37.8086,120.7508,44.06,80,28,8.14,CN,2022-03-11 23:20:24,scattered clouds
411,Chimala,-8.85,34.0167,64.71,89,100,2.66,TZ,2022-03-11 23:20:24,overcast clouds
412,Inirida,3.8653,-67.9239,79.11,81,97,2.42,CO,2022-03-11 23:20:24,overcast clouds
413,Ridgecrest,35.6225,-117.6709,64.26,5,0,8.05,US,2022-03-11 23:20:25,clear sky
414,Mareeba,-17.0,145.4333,82.44,77,74,4.27,AU,2022-03-11 23:20:25,broken clouds
415,Sao Joao Da Barra,-21.6403,-41.0511,79.09,84,1,16.89,BR,2022-03-11 23:20:26,clear sky
416,Pichataro,19.5667,-101.8,73.02,16,21,7.7,MX,2022-03-11 23:20:26,few clouds
417,Stara Synyava,49.6032,27.6191,22.32,77,27,5.19,UA,2022-03-11 23:20:26,scattered clouds
418,Khandbari,27.3747,87.2039,60.39,37,0,4.61,NP,2022-03-11 23:20:27,clear sky
419,Kissidougou,9.1848,-10.0999,84.24,30,96,5.86,GN,2022-03-11 23:20:27,overcast clouds
420,Marzuq,14.4,46.4667,64.2,21,13,6.2,YE,2022-03-11 23:16:45,few clouds
421,Milove,49.3787,40.1302,8.19,92,55,9.78,UA,2022-03-11 23:20:28,broken clouds
422,Bytow,54.1706,17.4919,29.89,39,16,9.51,PL,2022-03-11 23:20:28,few clouds
423,Ust-Maya,60.4167,134.5333,-5.01,99,100,1.92,RU,2022-03-11 23:20:29,overcast clouds
424,San Rafael Del Sur,11.8485,-86.4384,92.37,40,51,1.95,NI,2022-03-11 23:20:29,broken clouds
425,Gornozavodsk,58.3758,58.3211,-9.04,100,42,2.68,RU,2022-03-11 23:20:30,scattered clouds
426,Tessalit,20.1986,1.0114,72.91,15,0,9.06,ML,2022-03-11 23:20:30,clear sky
427,Kaduqli,11.0167,29.7167,80.44,18,69,11.14,SD,2022-03-11 23:20:30,broken clouds
428,Salalah,17.0151,54.0924,71.69,35,0,3.44,OM,2022-03-11 23:20:31,clear sky
429,Wonthaggi,-38.6044,145.5913,62.82,67,35,2.62,AU,2022-03-11 23:20:31,scattered clouds
430,Tautira,-17.7333,-149.15,80.74,69,27,8.95,PF,2022-03-11 23:20:32,scattered clouds
431,Mubi,10.2676,13.2644,77.14,24,14,5.32,NG,2022-03-11 23:20:32,few clouds
432,Tucurui,-3.7661,-49.6725,73.98,96,100,2.19,BR,2022-03-11 23:20:33,overcast clouds
433,Sakakah,29.9697,40.2064,47.77,52,0,11.61,SA,2022-03-11 23:17:17,clear sky
434,Lubao,14.9167,120.55,78.87,83,91,3.65,PH,2022-03-11 23:20:33,overcast clouds
435,Tarko-Sale,64.9225,77.785,-17.64,100,72,7.76,RU,2022-03-11 23:20:34,broken clouds
436,Hoa Binh,20.8133,105.3383,69.57,90,100,1.61,VN,2022-03-11 23:19:54,overcast clouds
437,Svetlaya,46.5389,138.3297,30.33,68,78,9.51,RU,2022-03-11 23:20:34,broken clouds
438,Batemans Bay,-35.7167,150.1833,68.09,76,89,1.57,AU,2022-03-11 23:19:21,overcast clouds
439,Brigantine,39.4101,-74.3646,45.01,87,0,5.75,US,2022-03-11 23:20:35,clear sky
440,Esmeraldas,-19.7625,-44.3139,77.31,82,7,5.08,BR,2022-03-11 23:20:35,clear sky
441,Isangel,-19.55,169.2667,83.97,68,6,1.28,VU,2022-03-11 23:20:36,clear sky
442,Presidencia Roque Saenz Pena,-26.7852,-60.4388,73.71,56,66,7.25,AR,2022-03-11 23:20:36,broken clouds
443,Chapais,49.7834,-74.8492,17.38,90,99,3.98,CA,2022-03-11 23:20:37,overcast clouds
444,Pangkalanbuun,-2.6833,111.6167,73.69,98,95,2.24,ID,2022-03-11 23:16:07,overcast clouds
445,Saint-Paul,-21.0096,55.2707,77.09,79,62,3.09,RE,2022-03-11 23:20:37,broken clouds
446,Lavrentiya,65.5833,-171.0,16.09,74,1,9.28,RU,2022-03-11 23:20:38,clear sky
447,Grakhovo,56.0502,51.9676,-5.28,100,98,5.1,RU,2022-03-11 23:20:38,overcast clouds
448,Kalmunai,7.4167,81.8167,76.15,88,80,6.64,LK,2022-03-11 23:20:39,broken clouds
449,Sinnamary,5.3833,-52.95,76.71,87,98,10.45,GF,2022-03-11 23:20:39,overcast clouds
450,Asau,46.4333,26.4,22.28,91,100,8.08,RO,2022-03-11 23:20:39,overcast clouds
451,Gamba,-2.65,10.0,76.55,85,99,0.89,GA,2022-03-11 23:20:40,overcast clouds
452,Taltal,-25.4,-70.4833,67.21,75,24,3.94,CL,2022-03-11 23:20:40,few clouds
453,Olinda,-8.0089,-34.8553,82.13,74,20,6.91,BR,2022-03-11 23:20:41,few clouds
454,Kropotkin,45.4375,40.5756,27.16,81,100,13.18,RU,2022-03-11 23:17:09,overcast clouds
455,Peniche,39.3558,-9.3811,50.29,90,15,3.42,PT,2022-03-11 23:18:33,few clouds
456,Laguna,38.421,-121.4238,73.69,22,0,3.0,US,2022-03-11 23:21:41,clear sky
457,Iquitos,-3.7481,-73.2472,82.44,78,40,2.3,PE,2022-03-11 23:21:42,scattered clouds
458,Beausejour,50.0622,-96.5167,1.17,86,100,11.97,CA,2022-03-11 23:21:42,overcast clouds
459,Kollam,8.8833,76.6,76.48,84,4,5.21,IN,2022-03-11 23:21:43,clear sky
460,Roma,43.2128,-75.4557,47.88,66,100,5.75,US,2022-03-11 23:21:21,overcast clouds
461,Lagoa,39.05,-27.9833,58.42,75,100,18.84,PT,2022-03-11 23:21:43,overcast clouds
462,Ilulissat,69.2167,-51.1,5.02,72,75,9.22,GL,2022-03-11 23:21:44,broken clouds
463,Mulege,26.8833,-111.9833,63.64,37,0,20.02,MX,2022-03-11 23:21:22,clear sky
464,Padang,-0.9492,100.3543,77.27,84,94,3.8,ID,2022-03-11 23:17:39,overcast clouds
465,Mandiana,10.6333,-8.6833,83.26,14,97,4.65,GN,2022-03-11 23:21:44,overcast clouds
466,Duki,30.1541,68.5728,65.89,44,19,5.21,PK,2022-03-11 23:21:45,few clouds
467,Kabo,7.6994,18.629,81.0,57,100,3.83,CF,2022-03-11 23:21:45,overcast clouds
468,Narsaq,60.9167,-46.05,7.02,86,98,4.0,GL,2022-03-11 23:21:45,overcast clouds
469,Ciudad Bolivar,8.1222,-63.5497,82.94,64,100,14.83,VE,2022-03-11 23:21:46,overcast clouds
470,Fallon,39.4735,-118.7774,55.45,5,40,3.44,US,2022-03-11 23:21:46,scattered clouds
471,Fayaoue,-20.65,166.5333,81.72,77,24,11.95,NC,2022-03-11 23:21:47,few clouds
472,Sausar,21.65,78.7833,73.18,29,2,5.32,IN,2022-03-11 23:21:47,clear sky
473,Tulun,54.5611,100.5792,0.97,99,100,2.08,RU,2022-03-11 23:17:12,overcast clouds
474,Avera,33.194,-82.5271,56.37,93,100,6.17,US,2022-03-11 23:21:48,overcast clouds
475,Kamaishi,39.2667,141.8833,44.4,63,26,10.2,JP,2022-03-11 23:21:48,scattered clouds
476,Gigmoto,13.7796,124.39,79.34,86,88,5.1,PH,2022-03-11 23:21:49,overcast clouds
477,Konigs Wusterhausen,52.3014,13.633,37.06,43,0,10.36,DE,2022-03-11 23:21:49,clear sky
478,Sarangani,5.4033,125.4636,83.21,78,87,15.37,PH,2022-03-11 23:21:50,overcast clouds
479,Aksum,14.1245,38.7244,60.67,38,85,8.21,ET,2022-03-11 23:21:33,overcast clouds
480,Okhotsk,59.3833,143.3,7.95,78,98,17.29,RU,2022-03-11 23:21:50,overcast clouds
481,Preobrazheniye,42.9019,133.9064,32.63,66,20,8.25,RU,2022-03-11 23:21:51,few clouds
482,Veraval,20.9,70.3667,77.79,41,0,8.19,IN,2022-03-11 23:21:51,clear sky
483,Bourail,-21.5667,165.4833,84.88,63,6,1.28,NC,2022-03-11 23:21:52,clear sky
484,Mitu,1.1983,-70.1733,76.05,91,95,2.62,CO,2022-03-11 23:21:52,overcast clouds
485,Challapata,-18.9,-66.7667,55.83,56,85,3.42,BO,2022-03-11 23:21:53,overcast clouds
486,Rio Gallegos,-51.6226,-69.2181,51.85,54,0,9.22,AR,2022-03-11 23:21:53,clear sky
487,Yenagoa,4.9247,6.2642,78.73,89,99,5.3,NG,2022-03-11 23:21:53,overcast clouds
488,Nekrasovka,48.3525,135.2325,24.82,86,75,11.18,RU,2022-03-11 23:21:54,broken clouds
489,Lewistown,40.5992,-77.5714,56.14,58,20,5.75,US,2022-03-11 23:21:54,few clouds
490,Coos Bay,43.3665,-124.2179,65.32,76,0,8.05,US,2022-03-11 23:21:55,clear sky
491,Khakhea,-24.6895,23.494,72.55,51,72,7.83,BW,2022-03-11 23:21:55,broken clouds
492,Cesme,38.3228,26.3064,36.68,59,82,19.71,TR,2022-03-11 23:21:56,broken clouds
493,Bela,25.9333,81.9833,64.24,41,0,6.06,IN,2022-03-11 23:21:56,clear sky
494,Muriti,-1.9833,32.9167,75.92,72,91,11.21,TZ,2022-03-11 23:21:56,overcast clouds
495,Hayden,47.766,-116.7866,39.97,76,75,5.75,US,2022-03-11 23:17:44,light rain
496,Chabahar,25.2919,60.643,75.04,74,72,2.3,IR,2022-03-11 23:21:57,broken clouds
497,Xai-Xai,-25.0519,33.6442,74.86,91,22,6.15,MZ,2022-03-11 23:21:57,moderate rain
498,Palauig,15.435,119.9045,79.54,77,86,2.93,PH,2022-03-11 23:21:58,overcast clouds
499,Dargaville,-35.9333,173.8833,75.49,52,36,4.65,NZ,2022-03-11 23:21:58,scattered clouds
500,Ajdabiya,30.7554,20.2263,52.95,65,38,4.23,LY,2022-03-11 23:21:59,scattered clouds
501,Sopot,54.4418,18.56,31.87,47,0,4.61,PL,2022-03-11 23:21:59,clear sky
502,Wladyslawowo,54.7909,18.4009,31.93,43,29,9.8,PL,2022-03-11 23:22:00,scattered clouds
503,Alyangula,-13.8483,136.4192,85.37,73,90,2.86,AU,2022-03-11 23:23:00,overcast clouds
504,Hokitika,-42.7167,170.9667,65.01,65,54,13.2,NZ,2022-03-11 23:23:00,broken clouds
505,Tigil,57.8,158.6667,12.96,78,6,2.84,RU,2022-03-11 23:23:01,clear sky
506,Rio Arriba,36.5334,-106.7006,30.79,56,22,10.47,US,2022-03-11 23:23:01,few clouds
507,Soure,-0.7167,-48.5233,75.69,91,100,7.18,BR,2022-03-11 23:23:01,overcast clouds
508,Bilma,18.6853,12.9164,72.09,24,10,9.62,NE,2022-03-11 23:23:02,clear sky
509,Lexington Park,38.2668,-76.4538,53.28,77,40,12.66,US,2022-03-11 23:23:02,scattered clouds
510,Tunceli,39.1083,39.5471,24.49,94,100,3.49,TR,2022-03-11 23:23:03,light snow
511,Batagay-Alyta,67.8006,130.4114,-9.42,91,89,4.27,RU,2022-03-11 23:23:03,overcast clouds
512,Tomatlan,19.9333,-105.25,84.25,38,0,12.37,MX,2022-03-11 23:23:04,clear sky
513,Nizhnevartovsk,60.9344,76.5531,-12.98,84,0,2.24,RU,2022-03-11 23:23:04,clear sky
514,Rio Branco Do Sul,-25.19,-49.3142,75.27,98,85,2.77,BR,2022-03-11 23:23:04,overcast clouds
515,Bollnas,61.3482,16.3946,30.7,74,79,6.53,SE,2022-03-11 23:23:05,broken clouds
516,Melfi,40.9965,15.6514,31.5,76,37,2.75,IT,2022-03-11 23:20:07,scattered clouds
517,Huaicheng,23.9051,112.1931,68.41,75,92,2.21,CN,2022-03-11 23:23:05,overcast clouds
518,Leningradskiy,69.3833,178.4167,6.75,78,1,1.19,RU,2022-03-11 23:23:06,clear sky
519,Maarianhamina,60.0973,19.9348,26.46,93,0,1.14,AX,2022-03-11 23:23:06,clear sky
520,Killybegs,54.6333,-8.45,43.74,89,100,5.44,IE,2022-03-11 23:23:07,overcast clouds
521,Iqaluit,63.7506,-68.5145,-20.47,76,20,4.61,CA,2022-03-11 23:23:07,few clouds
522,Gurdaha,22.7347,88.7594,73.4,33,86,6.82,IN,2022-03-11 23:23:07,overcast clouds
523,Comala,19.3167,-103.75,81.97,39,0,17.27,MX,2022-03-11 23:23:08,clear sky
524,Dejen,10.1667,38.1333,61.2,40,76,4.27,ET,2022-03-11 23:23:08,broken clouds
525,Las Vegas,36.175,-115.1372,64.27,10,0,1.01,US,2022-03-11 23:20:56,clear sky
526,Campo Maior,-4.8278,-42.1686,72.91,99,100,7.29,BR,2022-03-11 23:23:09,moderate rain
527,San Joaquin,37.9333,-121.3011,72.54,17,0,5.75,US,2022-03-11 23:23:09,clear sky
528,Van Buren,35.4368,-94.3483,34.09,60,100,4.61,US,2022-03-11 23:23:10,snow
529,Payo,-3.7508,103.6372,73.17,97,100,0.98,ID,2022-03-11 23:23:10,overcast clouds
530,Mbanza-Ngungu,-5.25,14.8667,68.79,97,100,3.58,CD,2022-03-11 23:23:11,light rain
531,Zhanaozen,43.3,52.8,42.31,85,100,4.81,KZ,2022-03-11 23:23:11,overcast clouds
532,Karasburg,-28.0167,18.75,73.45,63,75,12.77,NA,2022-03-11 23:23:12,broken clouds
533,Buraydah,26.326,43.975,66.65,26,97,10.58,SA,2022-03-11 23:23:12,overcast clouds
534,Boone,39.0334,-92.3335,32.25,48,100,5.01,US,2022-03-11 23:23:12,snow
535,Bennettsville,34.6174,-79.6848,58.08,95,100,5.75,US,2022-03-11 23:23:13,overcast clouds
536,Veere,51.5483,3.6667,52.05,87,100,18.41,NL,2022-03-11 23:23:13,overcast clouds
537,Cruz Alta,-28.6386,-53.6064,61.38,96,100,9.08,BR,2022-03-11 23:23:14,overcast clouds
538,Matamoros,25.5333,-103.25,86.11,4,20,2.3,MX,2022-03-11 23:23:04,few clouds
539,Nome,64.5011,-165.4064,30.27,31,0,18.41,US,2022-03-11 23:21:07,clear sky
540,Tuy Hoa,13.0833,109.3,71.2,87,100,5.48,VN,2022-03-11 23:23:14,overcast clouds
541,Haines Junction,60.7522,-137.5108,30.15,69,100,3.44,CA,2022-03-11 23:23:15,overcast clouds
542,Songea,-10.6833,35.65,63.25,96,95,1.54,TZ,2022-03-11 23:23:15,overcast clouds
543,Shimoda,34.6667,138.95,60.1,54,0,11.41,JP,2022-03-11 23:23:15,clear sky
544,Havoysund,70.9963,24.6622,33.85,93,94,7.34,NO,2022-03-11 23:23:16,overcast clouds
545,Kirakira,-10.4544,161.9205,84.56,71,53,1.43,SB,2022-03-11 23:23:16,broken clouds
546,Hudson Bay,52.85,-102.3842,5.77,80,79,9.6,CA,2022-03-11 23:23:17,broken clouds
547,San Ramon,37.7799,-121.978,75.7,17,0,9.22,US,2022-03-11 23:23:17,clear sky
548,Dakar,14.6937,-17.4441,77.88,69,1,12.95,SN,2022-03-11 23:20:24,clear sky
549,Dobson,36.3957,-80.7226,60.37,70,0,6.91,US,2022-03-11 23:23:18,clear sky
550,Kloulklubed,7.0419,134.2556,81.1,79,91,15.66,PW,2022-03-11 23:23:18,overcast clouds
551,Yashkul,46.1711,45.3435,26.78,68,100,12.55,RU,2022-03-11 23:23:18,overcast clouds
552,Bastrop,32.7562,-91.8724,60.48,67,90,10.0,US,2022-03-11 23:24:19,overcast clouds
553,Boa Esperanca,-21.09,-45.5658,72.93,71,96,2.15,BR,2022-03-11 23:24:19,overcast clouds
554,Kez,57.8979,53.7152,-5.75,100,18,2.33,RU,2022-03-11 23:24:20,few clouds
555,Puerto Maldonado,-12.6,-69.1833,77.4,83,0,1.14,PE,2022-03-11 23:24:20,clear sky
556,Nador,35.174,-2.9287,59.25,77,0,0.0,MA,2022-03-11 23:24:21,clear sky
557,Concepcion,-36.827,-73.0498,69.6,60,0,5.75,CL,2022-03-11 23:24:21,clear sky
558,Conakry,9.538,-13.6773,77.65,69,90,4.16,GN,2022-03-11 23:24:21,overcast clouds
559,Oranjestad,12.524,-70.027,76.95,88,20,18.41,AW,2022-03-11 23:24:22,few clouds
560,Husavik,66.0449,-17.3389,33.15,85,100,9.55,IS,2022-03-11 23:24:22,overcast clouds
561,Alta Floresta,-9.8756,-56.0861,73.89,94,79,1.92,BR,2022-03-11 23:24:22,broken clouds
562,Miles City,46.4083,-105.8406,20.37,42,0,9.22,US,2022-03-11 23:24:23,clear sky
563,Novyy Urengoy,66.0833,76.6333,-15.29,100,63,8.32,RU,2022-03-11 23:24:23,broken clouds
564,Plouzane,48.3833,-4.6167,46.58,84,75,13.8,FR,2022-03-11 23:24:24,broken clouds
565,Straumen,63.8709,11.2999,33.8,93,16,3.0,NO,2022-03-11 23:24:24,few clouds
566,Tripoli,32.8752,13.1875,56.1,55,2,11.27,LY,2022-03-11 23:24:24,clear sky
567,Kansk,56.2017,95.7175,-22.02,100,97,2.48,RU,2022-03-11 23:24:25,overcast clouds
568,Saint-Georges,12.0564,-61.7485,77.95,73,10,18.57,GD,2022-03-11 23:24:25,clear sky
569,Kargasok,59.0556,80.8572,-19.16,100,98,3.71,RU,2022-03-11 23:24:26,overcast clouds
570,Kusa,55.3383,59.4406,-5.57,99,19,3.36,RU,2022-03-11 23:24:26,few clouds
571,Moron,-34.6534,-58.6198,69.98,54,0,5.39,AR,2022-03-11 23:21:40,clear sky
572,Economy,40.6001,-80.2248,56.55,42,100,8.05,US,2022-03-11 23:24:27,overcast clouds
573,Baniyas,35.1819,35.9487,48.49,60,89,25.7,SY,2022-03-11 23:21:31,overcast clouds
574,College,64.8569,-147.8028,23.79,33,0,6.91,US,2022-03-11 23:24:27,clear sky
575,Polyarnyy,69.1989,33.4478,21.83,90,43,9.42,RU,2022-03-11 23:24:28,scattered clouds
576,Kourou,5.1552,-52.6478,81.1,91,100,6.98,GF,2022-03-11 23:24:28,overcast clouds
577,San Luis,-33.295,-66.3356,69.69,34,32,13.65,AR,2022-03-11 23:23:29,scattered clouds
578,Launceston,-41.45,147.1667,65.16,71,40,5.75,AU,2022-03-11 23:24:29,scattered clouds
579,Pacific Grove,36.6177,-121.9166,72.39,46,0,12.66,US,2022-03-11 23:24:29,clear sky
580,San Vicente,-26.6167,-54.1333,63.61,99,100,5.14,AR,2022-03-11 23:24:29,overcast clouds
581,Meulaboh,4.1363,96.1285,76.44,88,91,2.91,ID,2022-03-11 23:24:30,overcast clouds
582,Pochinki,54.6988,44.8668,-8.19,100,62,0.27,RU,2022-03-11 23:24:30,broken clouds
583,Wahpeton,46.2652,-96.6059,5.72,66,75,17.27,US,2022-03-11 23:24:31,broken clouds
584,Najran,17.4924,44.1277,68.65,54,31,5.84,SA,2022-03-11 23:24:31,scattered clouds
585,Xaghra,36.05,14.2644,49.82,76,28,9.93,MT,2022-03-11 23:24:32,scattered clouds
586,Road Town,18.4167,-64.6167,78.84,73,40,12.66,VG,2022-03-11 23:22:08,scattered clouds
587,Port Pirie,-33.1833,138.0167,71.69,27,0,5.5,AU,2022-03-11 23:24:32,clear sky
588,Puntilla Aldama,20.1833,-96.9167,82.42,65,37,6.38,MX,2022-03-11 23:24:33,scattered clouds
589,Coxim,-18.5067,-54.76,78.03,78,100,4.05,BR,2022-03-11 23:24:33,moderate rain
590,Santa Rosa,14.3122,121.1114,83.01,78,90,5.06,PH,2022-03-11 23:24:34,overcast clouds
591,Sioux Lookout,50.1001,-91.917,3.27,66,100,16.11,CA,2022-03-11 23:24:34,overcast clouds
592,Esna,25.2934,32.554,55.08,41,22,11.32,EG,2022-03-11 23:24:34,few clouds
593,Novyy Urgal,51.0736,132.5642,19.11,94,100,3.38,RU,2022-03-11 23:24:35,light snow
594,Sonipat,28.9833,77.0167,62.6,30,0,6.2,IN,2022-03-11 23:21:22,clear sky
595,Saint Anthony,45.0205,-93.218,12.15,55,20,20.71,US,2022-03-11 23:23:07,few clouds
596,Qingyuan,23.7,113.0333,64.38,71,22,2.44,CN,2022-03-11 23:24:36,few clouds
597,Kutum,14.2,24.6667,64.0,21,85,10.27,SD,2022-03-11 23:25:36,overcast clouds
598,Banda Aceh,5.5577,95.3222,78.01,83,88,6.13,ID,2022-03-11 23:25:37,overcast clouds
599,Pinos Puente,37.2511,-3.7497,50.29,94,75,9.22,ES,2022-03-11 23:25:37,broken clouds
600,Huntley,42.1681,-88.4281,26.28,47,100,7.0,US,2022-03-11 23:25:37,overcast clouds
601,Flinders,-34.5833,150.8552,67.28,90,96,7.0,AU,2022-03-11 23:25:38,light rain
602,Karema,-6.8205,30.4389,70.83,89,97,4.68,TZ,2022-03-11 23:25:38,overcast clouds
603,Sembe,1.6481,14.5806,70.79,98,98,2.19,CG,2022-03-11 23:25:39,overcast clouds
604,Ahipara,-35.1667,173.1667,73.29,60,19,3.58,NZ,2022-03-11 23:25:39,few clouds
605,Harrisonville,38.6533,-94.3488,32.4,54,0,10.36,US,2022-03-11 23:25:40,clear sky
606,Aykhal,66.0,111.5,-11.85,100,100,3.02,RU,2022-03-11 23:25:40,overcast clouds
607,Arman,59.7,150.1667,19.96,78,94,5.57,RU,2022-03-11 23:25:40,overcast clouds
608,Birganj,27.0104,84.8774,62.58,37,0,5.75,NP,2022-03-11 23:25:42,clear sky
609,Rosignol,6.2833,-57.5333,76.64,85,73,7.29,GY,2022-03-11 23:25:42,broken clouds
610,Egvekinot,66.3167,-179.1667,19.53,62,0,8.21,RU,2022-03-11 23:25:43,clear sky
611,Wanning,18.8003,110.3967,71.4,82,74,5.97,CN,2022-03-11 23:25:43,broken clouds
612,Auki,-8.7676,160.7034,82.96,76,84,4.45,SB,2022-03-11 23:25:43,broken clouds
613,Samdari,25.8167,72.5833,71.78,25,0,3.42,IN,2022-03-11 23:25:44,clear sky
614,Port Hueneme,34.1478,-119.1951,79.05,21,0,12.66,US,2022-03-11 23:25:44,clear sky
615,Bonavista,48.6499,-53.1147,30.24,65,99,19.24,CA,2022-03-11 23:25:44,overcast clouds
616,Alamogordo,32.8995,-105.9603,49.08,49,0,9.22,US,2022-03-11 23:25:10,clear sky
617,Point Pleasant,40.0832,-74.0682,48.54,80,0,8.05,US,2022-03-11 23:25:45,clear sky
618,Lovington,32.944,-103.3485,38.32,40,83,5.01,US,2022-03-11 23:25:45,broken clouds
619,Pangnirtung,66.1451,-65.7125,-18.4,76,0,2.3,CA,2022-03-11 23:25:46,clear sky
620,Riberalta,-10.9833,-66.1,80.8,83,100,0.0,BO,2022-03-11 23:25:46,overcast clouds
621,Verkh-Usugli,52.7,115.1667,11.03,89,100,3.83,RU,2022-03-11 23:25:47,overcast clouds
622,Mantua,45.1667,10.7833,43.84,74,85,1.99,IT,2022-03-11 23:22:22,overcast clouds
623,Nathdwara,24.9333,73.8167,65.93,28,0,2.3,IN,2022-03-11 23:25:47,clear sky
624,Bubaque,11.2833,-15.8333,75.63,72,8,12.28,GW,2022-03-11 23:25:48,clear sky
625,Portland,45.5234,-122.6762,62.67,37,75,6.91,US,2022-03-11 23:25:14,broken clouds
626,Kabansk,52.0486,106.6528,8.8,94,100,4.54,RU,2022-03-11 23:25:48,overcast clouds
627,Kortkeros,61.8106,51.5806,15.8,94,100,8.1,RU,2022-03-11 23:25:49,light snow
628,Aswan,24.0934,32.907,56.82,34,2,14.85,EG,2022-03-11 23:25:49,clear sky
629,Sigli,5.3848,95.9609,77.11,85,66,3.67,ID,2022-03-11 23:25:49,broken clouds
630,Tashla,51.7716,52.7427,12.96,92,97,9.37,RU,2022-03-11 23:25:50,overcast clouds
