City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
238,Morgan City,US,72.0,overcast clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
239,Popondetta,PG,85.1,overcast clouds,-8.7537,148.2534,Timos Transit House
241,Codrington,AU,58.96,clear sky,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
242,Trincomalee,LK,79.74,broken clouds,8.5711,81.2335,Welcombe Hotel
243,Pendleton,US,61.39,overcast clouds,45.6721,-118.7886,Americas Best Value Inn Pendleton
244,Pacifica,US,75.42,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
245,Salinopolis,BR,74.35,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
246,Pala,TD,80.74,scattered clouds,9.3642,14.9046,Nectar Hôtel de Pala
248,Fortuna,US,64.85,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
250,Gizo,SB,83.79,overcast clouds,-8.103,156.8419,Imagination Island
251,Namatanai,PG,84.0,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
254,Ixtapa,MX,74.43,clear sky,20.7,-105.2,hotel la terminal
255,Barentu,ER,69.78,broken clouds,15.1139,37.5928,املاك خالد الشعشوع
260,Concepcion Del Oro,MX,71.38,few clouds,24.6333,-101.4167,Hotel Hacienda San Javier
263,Pundaguitan,PH,82.56,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
265,Mersing,MY,78.71,scattered clouds,2.4312,103.8405,Timotel Hotel
266,Guarapari,BR,79.9,scattered clouds,-20.6667,-40.4975,Hotel Porto do Sol
267,Itoman,JP,66.97,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
268,Kupang,ID,78.48,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
270,Cidreira,BR,69.84,overcast clouds,-30.1811,-50.2056,Hotel Castelo
272,Mahebourg,MU,77.29,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
273,Bandarbeyla,SO,76.03,overcast clouds,9.4942,50.8122,JABIR HOTEL
274,Port Hedland,AU,82.45,clear sky,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
275,Kaabong,UG,70.14,broken clouds,3.4836,34.1492,Rock Motel Ltd
276,Neiafu,TO,84.88,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
277,Eureka,US,65.12,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
278,Kitgum,UG,76.17,broken clouds,3.2783,32.8867,Jaflo Gardens Hotel
279,Mecca,SA,67.23,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
281,Hambantota,LK,77.58,scattered clouds,6.1241,81.1185,Bungalow 63
282,Wagar,SD,70.57,scattered clouds,16.1525,36.2032,املاك خالد الشعشوع
287,Dhangadhi,NP,61.95,clear sky,28.7079,80.5961,Hotel Devotee
290,Waingapu,ID,79.86,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
292,Hobyo,SO,77.25,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
293,Port Shepstone,ZA,73.17,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
296,Morrope,PE,75.31,few clouds,-6.5417,-80.0111,CASA WAYRA HOTEL
297,Bathsheba,BB,79.41,few clouds,13.2167,-59.5167,Atlantis Hotel
298,Los Llanos De Aridane,ES,59.13,clear sky,28.6585,-17.9182,Valle Aridane
300,Liling,CN,64.56,broken clouds,27.6667,113.5,Shangri-La Hotel
302,Altamont,US,60.64,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
303,Natal,BR,81.25,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
304,Yulara,AU,75.04,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
305,Lagunas,PE,78.22,broken clouds,-5.2269,-75.6753,Hospedaje Eco
306,Lompoc,US,74.7,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
309,San Juan De Los Lagos,MX,80.56,clear sky,21.25,-102.3,Hotel Posada Arcos
311,Sambava,MG,74.95,light rain,-14.2667,50.1667,Melrose
315,Quatre Cocos,MU,77.11,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
317,Neuquen,AR,75.09,clear sky,-38.9516,-68.0591,Hotel del Comahue
321,Santa Cruz,BO,75.25,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
322,Kisangani,CD,69.51,overcast clouds,0.5167,25.2,Grand Ramela Hotel
323,Tonj,SS,84.25,clear sky,7.2737,28.6822,Lakan Hotel
324,Georgetown,MY,80.53,few clouds,5.4112,100.3354,Cititel Penang
326,Dezful,IR,59.16,clear sky,32.3811,48.4058,مهمانپذیر خوزستان
327,Matara,LK,76.32,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
328,Bontang,ID,77.56,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
329,Kita,ML,86.5,few clouds,13.0349,-9.4895,Hôtel Chat Rouge
330,Coquimbo,CL,60.53,few clouds,-29.9533,-71.3436,Hotel San Juan
331,Le Port,RE,76.96,broken clouds,-20.9373,55.2919,KORBEY D'OR OUEST
332,Douentza,ML,80.53,scattered clouds,14.9951,-2.9517,Ogomono Doumbo
333,Namikupa,TZ,70.84,overcast clouds,-10.8333,39.6,املاك خالد الشعشوع
335,Geraldton,AU,68.41,light rain,-28.7667,114.6,Broadwater Mariner Resort
336,Dubti,ET,76.26,broken clouds,11.7361,41.0853,degu Shiferaw
339,Tortoli,IT,51.62,scattered clouds,39.9256,9.6572,Hotel La Bitta
340,Pingliang,CN,50.25,overcast clouds,35.5392,106.6861,North Gate Hostel
342,Touros,BR,80.56,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
343,Nelson Bay,AU,70.0,few clouds,-32.7167,152.15,Mantra Nelson Bay
344,Mehriz,IR,72.1,broken clouds,31.5917,54.4318,Mehrgard dwelling/سرای مهرگرد
345,Kendari,ID,76.59,broken clouds,-3.945,122.4989,Hotel Wixel
347,Mangai,CD,70.2,light rain,-4.05,19.5333,املاك خالد الشعشوع
348,Yilan,TW,71.46,overcast clouds,24.757,121.753,Dar Chen Hotel
349,San Cristobal,VE,71.78,overcast clouds,7.7669,-72.225,Pirineos
351,Kununurra,AU,75.18,broken clouds,-15.7667,128.7333,Hotel Kununurra
352,Soyo,AO,80.02,moderate rain,-6.1349,12.3689,Hotel Mpampa
355,Carbonia,IT,54.25,overcast clouds,39.1672,8.5222,Lu 'Hotel
356,Darnah,LY,50.77,overcast clouds,32.767,22.6367,فندق الفردوس
357,Padilla,CO,69.37,broken clouds,3.2204,-76.3139,La Granadina
358,Puerto Madryn,AR,68.25,clear sky,-42.7692,-65.0385,Hotel Tolosa
359,Dubbo,AU,71.73,scattered clouds,-32.25,148.6167,Quality Inn Dubbo International
360,Pelotas,BR,61.86,light rain,-31.7719,-52.3425,Hotéis Jacques Georges Tower
361,Karratha,AU,85.41,clear sky,-20.7377,116.8463,ibis Styles Karratha
362,Jaru,BR,75.81,light rain,-10.4389,-62.4664,Hotel Paraná
363,Sao Felix Do Xingu,BR,71.13,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
365,Seremban,MY,76.51,overcast clouds,2.7297,101.9381,Klana Resort Seremban
366,San Matias,BO,76.3,heavy intensity rain,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
368,Gouyave,GD,77.79,clear sky,12.1646,-61.7296,Rumboat Retreat
369,Nauta,PE,75.88,overcast clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
370,Phalaborwa,ZA,72.68,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
372,Frontera,MX,62.44,clear sky,26.9333,-101.45,Fiesta Inn Monclova
373,Menongue,AO,64.76,moderate rain,-14.6585,17.691,Ritz Lauca
374,Baleshwar,IN,72.68,broken clouds,21.4942,86.9317,Banjara Hotels Pvt Ltd
375,Dwarka,IN,76.69,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
376,Havelock,US,57.18,light rain,34.8791,-76.9013,Sherwood Motel
377,Cobija,BO,74.8,very heavy rain,-11.0267,-68.7692,Hotel Obelisco
378,Atar,MR,72.09,clear sky,20.5169,-13.0499,Oumou Elghoura
380,San Policarpo,PH,79.83,overcast clouds,12.1791,125.5072,Agapita M. Nicart
381,Valenca,BR,74.66,broken clouds,-13.3703,-39.0731,Hotel Galeão
383,Inhambane,MZ,75.25,light rain,-23.865,35.3833,Oceano
387,Praia,CV,70.34,scattered clouds,14.9215,-23.5087,LT Aparthotel
389,Morro Bay,US,76.41,clear sky,35.3658,-120.8499,Inn at Morro Bay
390,Ha Giang,VN,67.87,overcast clouds,22.8333,104.9833,Truong Xuan Resort
391,Sibolga,ID,75.81,few clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
393,Sawang Daen Din,TH,73.18,scattered clouds,17.4753,103.4575,บ้านเจเน็ต คอมพิวเตอร์
397,Saint-Pierre,RE,75.9,clear sky,-21.3393,55.4781,Lindsey Hôtel
403,Kieta,PG,84.13,clear sky,-6.2167,155.6333,Uruna Bay Retreat
404,San Carlos De Bariloche,AR,67.75,clear sky,-41.1456,-71.3082,Hotel Patagonia
406,Urucui,BR,76.64,moderate rain,-7.2294,-44.5561,Hotel Premium Piauí
409,Lianran,CN,55.94,scattered clouds,24.9227,102.485,半岛酒店
411,Chimala,TZ,64.71,overcast clouds,-8.85,34.0167,Pangani Guest House
412,Inirida,CO,79.11,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
413,Ridgecrest,US,64.26,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
414,Mareeba,AU,82.44,broken clouds,-17.0,145.4333,Trinity Plains Tourist Park
415,Sao Joao Da Barra,BR,79.09,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
416,Pichataro,MX,73.02,few clouds,19.5667,-101.8,TIENDA DE MUEBLES APETITO
418,Khandbari,NP,60.39,clear sky,27.3747,87.2039,Sainik Hotel And Lodge
419,Kissidougou,GN,84.24,overcast clouds,9.1848,-10.0999,Hôtel Mantis
420,Marzuq,YE,64.2,few clouds,14.4,46.4667,املاك خالد الشعشوع
426,Tessalit,ML,72.91,clear sky,20.1986,1.0114,املاك خالد الشعشوع
427,Kaduqli,SD,80.44,broken clouds,11.0167,29.7167,Nussyba
428,Salalah,OM,71.69,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
429,Wonthaggi,AU,62.82,scattered clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
430,Tautira,PF,80.74,scattered clouds,-17.7333,-149.15,Pension Oaoa
431,Mubi,NG,77.14,few clouds,10.2676,13.2644,Hotel
432,Tucurui,BR,73.98,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
434,Lubao,PH,78.87,overcast clouds,14.9167,120.55,Hacienda Gracia
436,Hoa Binh,VN,69.57,overcast clouds,20.8133,105.3383,Hoa Dao Hotel
438,Batemans Bay,AU,68.09,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
440,Esmeraldas,BR,77.31,clear sky,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
441,Isangel,VU,83.97,clear sky,-19.55,169.2667,Tanna Lodge
442,Presidencia Roque Saenz Pena,AR,73.71,broken clouds,-26.7852,-60.4388,Hotel Gualok
444,Pangkalanbuun,ID,73.69,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
445,Saint-Paul,RE,77.09,broken clouds,-21.0096,55.2707,Boucan Canot
448,Kalmunai,LK,76.15,broken clouds,7.4167,81.8167,VS Villa
449,Sinnamary,GF,76.71,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
451,Gamba,GA,76.55,overcast clouds,-2.65,10.0,املاك خالد الشعشوع
452,Taltal,CL,67.21,few clouds,-25.4,-70.4833,Residencial Karime
453,Olinda,BR,82.13,few clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
455,Peniche,PT,50.29,few clouds,39.3558,-9.3811,Hotel Star inn Peniche
456,Laguna,US,73.69,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
457,Iquitos,PE,82.44,scattered clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
459,Kollam,IN,76.48,clear sky,8.8833,76.6,The Raviz Ashtamudi
461,Lagoa,PT,58.42,overcast clouds,39.05,-27.9833,Casa Das Faias
463,Mulege,MX,63.64,clear sky,26.8833,-111.9833,Casa Granada
